CbRt,SGZ,P,Q,CrRl,AbRl,DfClb,DfRlRt,DfDfClb,ST1,ST2,ST3,ST4,DfST1,DfST2,DfST3,DfST4,Sa,Target
262,-19,0.12,-0.01,-1.4,-12,7,0.011,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,-0.0002,0,0,0,-0.0006,0.02
120,-10,0.46,0.03,-0.1,-9,3,0.005,-0.6,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.021
18,-19,0.18,0.13,-1.9,-9,-13,0.014,0.1,-0.0004,-0.0004,-0.0004,-0.0003,-0.0001,0,-0.0002,0,-0.0003,0.02
-266,-19,0.39,0.1,0.3,-13,-6,-0.008,0.3,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,0.019
172,40,0.49,0.22,-0.3,-15,3,0.003,-1.3,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,0.021
280,-2,-0.26,0.02,0.8,-7,1,0.005,-0.3,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.02
-272,51,-0.3,0.05,0.4,-6,-13,-0.004,0.6,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.018
-167,-4,0.29,0.03,-1.4,-8,-2,0.004,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.017
656,8,0.53,0.2,0.7,-15,-18,-0.003,0.8,-0.0011,-0.001,-0.001,-0.001,-0.0002,0,0,0,-0.001,0.027
377,-8,0.09,0.14,-1,-11,-9,0.008,-0.6,-0.0006,-0.0005,-0.0005,-0.0005,-0.0002,0,0,0,-0.0005,0.021
80,-22,-0.37,-0.06,-0.9,-14,15,0.019,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.018
535,-22,0.37,-0.08,0.7,-9,11,0.005,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,-0.0001,0,0,0,-0.0005,0.02
3,-27,-0.32,-0.07,1.1,-9,10,-0.008,0,-0.0005,-0.0006,-0.0006,-0.0007,0,0,0.0001,0,-0.0007,0.018
349,-46,-0.54,0.23,1.7,-16,-14,-0.041,-0.2,-0.0017,-0.0017,-0.0017,-0.0017,0,0,0,0,-0.0017,0.023
342,-12,0.28,-0.12,0.8,-9,16,-0.006,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.021
205,-2,-0.15,0.02,-0.7,-11,2,-0.001,0,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.018
262,-27,0.32,0.06,-1.5,-13,3,0.012,-0.2,-0.0011,-0.0009,-0.0009,-0.0009,-0.0003,0,-0.0001,0,-0.0009,0.036
209,-8,0.02,0.05,-0.5,-6,-5,0.005,0.4,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.019
-16,-20,-0.55,-0.02,0.4,-10,5,-0.019,-0.1,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,0.019
-175,39,-0.69,0.16,-1.2,-17,-7,0.006,0.3,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,0.02
190,-59,-0.72,-0.24,-0.3,-14,25,0.025,2.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.016
-339,15,-0.05,0.21,0.6,-8,-20,-0.014,-0.5,-0.0009,-0.0008,-0.0008,-0.0007,-0.0002,0,-0.0002,0,-0.0007,0.018
-150,-23,-0.21,0.05,0.6,-5,-6,-0.018,0.6,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.017
-103,-15,-0.19,0.16,-1.3,-16,-7,0.029,0.3,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.018
170,-58,-0.13,0.25,0.3,-11,-23,-0.01,-1.3,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,0.018
559,6,-0.15,0.14,-0.6,-17,1,0.009,-0.4,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,0.027
-81,12,-0.14,0.07,0.7,-5,-11,-0.008,0.9,-0.0004,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.018
-15,-13,0.31,0.07,-0.4,-15,3,0.007,-0.1,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,0.02
66,-22,-0.57,0.05,-1.5,-16,9,0.014,-0.6,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,0.02
110,-11,0.68,0.02,-0.4,-10,2,-0.001,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,-0.0002,0,0,0,-0.0006,0.022
-293,-25,0.27,0.05,0.7,-12,2,-0.012,0.4,-0.0012,-0.0011,-0.0011,-0.0009,-0.0003,0,-0.0002,0,-0.0009,0.02
157,-27,-0.01,-0.04,-1.3,-8,6,-0.003,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.019
-135,-31,-0.28,0.04,0.2,-13,4,0.001,-0.6,-0.0005,-0.0006,-0.0006,-0.0008,0.0001,0,0.0002,0,-0.0008,0.017
-291,22,-0.05,0.11,-0.7,-14,2,-0.01,-1.3,-0.001,-0.0011,-0.0011,-0.0011,0.0002,0,0,0,-0.0011,0.021
58,-85,0.13,-0.11,-0.5,-11,17,0.003,-0.3,-0.0008,-0.0007,-0.0007,-0.0007,-0.0002,0,0,0,-0.0007,0.022
-429,3,0.06,0.06,-0.2,-12,3,0.001,-0.4,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.017
301,-41,0.28,-0.02,1.1,-5,2,0.001,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,-0.0001,0,0,0,-0.0003,0.023
471,1,0.2,-0.06,-0.4,-6,7,0.004,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.018
255,-14,-0.41,0.32,0.1,-19,-12,-0.016,-3.2,-0.0014,-0.0014,-0.0014,-0.0014,0,0,0,0,-0.0014,0.021
27,2,-0.01,0.01,-0.5,-10,3,-0.002,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.019
-246,1,-0.02,0.18,-0.3,-6,-16,0.004,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.031
-32,0,0.09,-0.05,1.5,-5,5,-0.006,-0.1,-0.0003,-0.0003,-0.0003,-0.0004,0,0,0,0,-0.0004,0.019
-26,-53,-0.44,0.04,-1,-7,-4,0.001,0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.017
778,-35,0.03,0.13,0.4,-15,-6,-0.002,0.2,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,0.024
-153,25,0.3,0.11,1,-7,-12,0.005,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.019
-38,0,0.1,0.03,1.6,-4,-8,0.001,0.8,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.018
335,-7,0.18,0.02,-0.4,-13,6,0,0.1,-0.0009,-0.0009,-0.0009,-0.0009,-0.0002,0,0,0,-0.0009,0.023
-161,-33,0.21,0.16,-0.5,-14,0,0.01,-0.4,-0.0021,-0.0021,-0.0021,-0.0021,0,0,0,0,-0.0021,0.064
-13,14,-0.46,0.23,0.1,-18,-7,0,-0.2,-0.0014,-0.0014,-0.0014,-0.0014,0,0,0,0,-0.0014,0.028
549,45,0.03,0.07,-1.4,-7,-7,0.006,0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.02
-80,1,-0.31,0.07,0.3,-9,-5,-0.007,0.5,-0.0006,-0.0007,-0.0007,-0.0007,0.0001,0,0,0,-0.0007,0.018
-124,-61,-0.31,-0.03,-1.8,-14,8,-0.003,1,-0.0005,-0.0008,-0.0008,-0.0009,0.0002,0,0.0001,0,-0.0009,0.018
-542,-15,-0.28,0.02,-0.5,-7,1,-0.001,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.024
-141,10,0.13,0.12,1,-7,-13,-0.009,0.2,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.019
140,-35,0.22,0.08,1.5,-11,-4,-0.018,0.1,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,0.021
-402,3,0.01,0.13,0,-11,-10,0.003,0,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.018
-72,-30,0.02,0.05,-1.9,-12,1,0.028,-0.2,-0.0002,-0.0002,-0.0002,-0.0002,0,0,0,0,-0.0002,0.017
-94,-34,-0.96,0.06,-1.5,-19,6,0.027,1.6,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,0.02
-112,-21,0.06,0.08,-1,-9,-7,0.002,0.2,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.018
56,32,0.17,0.33,-1,-17,-18,0.001,-0.3,-0.0014,-0.0014,-0.0014,-0.0014,0,0,0,0,-0.0014,0.035
-166,-34,-0.37,-0.03,-0.8,-7,4,0.008,0.1,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.017
-294,54,-0.06,-0.04,-1.6,-12,5,0.019,2,-0.0007,-0.0006,-0.0006,-0.0005,-0.0002,0,-0.0002,0,-0.0005,0.024
149,6,0.35,0.33,-0.3,-12,-15,0.01,-4.1,-0.0008,-0.0006,-0.0006,-0.0005,-0.0003,0,-0.0002,0,-0.0005,0.023
-235,-46,0.49,0.12,-0.8,-7,11,-0.004,-4.2,-0.0005,-0.0005,-0.0005,-0.0004,-0.0001,0,-0.0001,0,-0.0004,0.017
52,-10,0.05,-0.06,-0.2,-7,7,0.01,-0.6,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.028
251,-15,0,-0.05,-0.3,-12,11,0.014,0,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.026
110,-18,-0.16,0.1,0.4,-13,-5,-0.005,0,-0.0008,-0.0009,-0.0009,-0.0009,0.0001,0,0,0,-0.0009,0.02
-85,10,0.39,-0.24,-0.5,-12,27,0.011,2.5,-0.0006,-0.0005,-0.0005,-0.0005,-0.0001,0,0,0,-0.0005,0.016
459,30,0.04,-0.04,-0.8,-7,5,0.01,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.018
-131,12,0.06,0.19,0.1,-11,-15,-0.01,-0.2,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,0.023
-348,-12,-0.2,0.1,-0.7,-17,4,0.005,0,-0.0012,-0.0013,-0.0013,-0.0013,0.0001,0,0,0,-0.0013,0.028
-427,-21,0.26,0.01,-0.9,-11,4,0.017,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.016
-164,-15,-0.09,-0.06,-0.7,-7,7,0.005,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.016
363,15,-0.38,-0.01,0,-6,1,0.008,0.2,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.019
-145,-55,-0.52,-0.03,-0.9,-7,4,0.015,-0.1,-0.0002,-0.0002,-0.0002,-0.0002,0,0,0,0,-0.0002,0.018
-162,-22,0.21,0.16,-0.6,-19,3,0.007,-0.2,-0.0015,-0.0015,-0.0015,-0.0015,0,0,0,0,-0.0015,0.033
-91,-9,-0.02,-0.09,-3,-10,14,0.026,-0.2,-0.0002,-0.0002,-0.0002,-0.0002,0,0,0,0,-0.0002,0.021
-75,-14,0.38,0.09,0.9,-9,-8,-0.006,-0.1,-0.0007,-0.0007,-0.0007,-0.0006,0,0,-0.0002,0,-0.0006,0.018
-95,17,0.42,0.15,1,-10,-10,-0.012,-0.3,-0.0012,-0.0012,-0.0012,-0.0011,0,0,-0.0002,0,-0.0011,0.034
165,-9,-0.36,-0.06,-1.6,-13,12,0.018,0.3,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.03
303,-9,0.23,0.02,-0.7,-8,0,0.006,0,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.018
-440,-16,0.31,0.11,-0.9,-11,-9,0.008,0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.021
357,-15,0.18,-0.04,-1.1,-11,8,0.016,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.027
162,-11,0.11,-0.09,-0.9,-11,14,0.01,-0.2,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.027
-187,-4,-0.43,-0.15,0.5,-13,4,-0.023,4,-0.0012,-0.0012,-0.0012,-0.0012,0,0,0,0,-0.0012,0.018
-275,-62,-0.26,0.1,2.1,-11,-6,-0.028,0,-0.0012,-0.0013,-0.0013,-0.0013,0.0001,0,0,0,-0.0013,0.018
-3,-17,-0.52,0.11,1.5,-9,-9,-0.015,-0.1,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,0.026
-309,35,0.19,0.3,-0.2,-19,-19,0.001,0.4,-0.0012,-0.0011,-0.0011,-0.0011,-0.0002,0,0,0,-0.0011,0.024
-26,-5,-0.42,0.19,1.4,-10,-6,-0.022,-2.6,-0.0012,-0.0012,-0.0012,-0.0012,0,0,0,0,-0.0012,0.028
197,-6,0.4,-0.09,1.1,-5,10,-0.002,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.017
-222,-60,0.22,-0.04,0.8,-7,5,-0.006,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.026
-217,-14,0.45,0.07,-0.4,-13,-1,0.011,-0.1,-0.0008,-0.0007,-0.0007,-0.0006,-0.0002,0,-0.0002,0,-0.0006,0.02
-11,-39,0.17,-0.08,-0.2,-15,18,0.015,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.017
-95,-16,-0.36,-0.1,1.4,-5,10,-0.008,0.3,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.015
-282,30,0.21,0.24,-1.1,-13,-19,0.005,0,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.019
-135,-6,0.03,0.11,0.5,-6,-12,-0.003,-0.2,-0.0005,-0.0005,-0.0005,-0.0004,-0.0001,0,-0.0001,0,-0.0004,0.018
-69,20,-0.04,0.22,0.2,-10,-21,-0.003,0.1,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.018
316,-14,-0.57,0.12,-0.3,-11,1,0.017,-3.5,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.018
214,13,0.21,0.01,-0.7,-8,-9,0.01,2.1,-0.0004,-0.0003,-0.0003,-0.0003,-0.0002,0,0,0,-0.0003,0.02
385,14,-0.08,-0.03,-1.4,-9,6,0.009,0.2,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.018
42,1,0.14,0.06,-1.3,-17,8,0.022,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.021
-241,-49,-0.25,0.17,-0.5,-13,-5,0.004,-0.1,-0.002,-0.002,-0.002,-0.002,0,0,0,0,-0.002,0.055
-372,-24,-0.34,0.06,0.1,-11,1,0.004,-0.3,-0.0009,-0.001,-0.001,-0.0012,0.0001,0,0.0002,0,-0.0012,0.041
319,-67,0.02,-0.1,0.8,-11,19,0.003,-1.6,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.018
-141,2,0.01,0.04,-0.3,-8,-3,0.007,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.023
468,-34,0.47,-0.03,-0.1,-11,0,-0.009,0.1,-0.002,-0.002,-0.002,-0.0019,0,0,-0.0002,0,-0.0019,0.057
-466,-63,0.18,0.07,-1.6,-10,-4,0.011,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.018
-167,-61,0.02,-0.02,1.8,-11,8,0.015,-0.5,-0.0008,-0.0006,-0.0006,-0.0005,-0.0003,0,-0.0002,0,-0.0005,0.021
-119,-27,-0.38,0.19,0.4,-19,-3,-0.031,0.1,-0.002,-0.002,-0.002,-0.002,0,0,0,0,-0.002,0.028
186,-34,0,-0.16,-1.1,-8,20,0.015,-0.3,-0.0002,-0.0002,-0.0002,-0.0002,0,0,0,0,-0.0002,0.019
387,-45,0.1,-0.08,-0.7,-7,10,0.011,-0.3,-0.0002,-0.0002,-0.0002,-0.0002,0,0,0,0,-0.0002,0.018
-106,-30,0.2,0.02,0,-10,3,-0.004,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.018
70,-16,-0.77,0.06,-1.6,-11,7,0.019,-2.4,-0.0003,-0.0003,-0.0003,-0.0005,0.0001,0,0.0001,0,-0.0005,0.018
44,-3,-0.73,0.09,0.6,-8,-10,-0.021,-0.2,-0.0013,-0.0014,-0.0014,-0.0014,0.0001,0,0,0,-0.0014,0.033
-286,10,-0.04,0.08,0.9,-7,-8,-0.005,0,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.017
-311,13,-0.2,0.07,0.1,-11,-3,0.004,-0.3,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.018
37,12,0.35,0.24,0.6,-9,-24,0.003,0.1,-0.0006,-0.0005,-0.0005,-0.0005,-0.0002,0,-0.0001,0,-0.0005,0.02
89,10,0.59,0.28,1.1,-13,-15,-0.025,-0.3,-0.002,-0.002,-0.002,-0.002,0,0,0,0,-0.002,0.043
-139,-5,-0.28,-0.06,0.5,-6,6,-0.011,0.1,-0.0006,-0.0007,-0.0007,-0.0008,0.0001,0,0.0001,0,-0.0008,0.028
14,-16,0.4,-0.08,-0.2,-9,11,0.005,0.2,-0.0006,-0.0006,-0.0006,-0.0005,-0.0002,0,-0.0002,0,-0.0005,0.02
160,-25,0.3,0.04,0.4,-7,-4,-0.003,-0.3,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.019
68,6,0.11,0.15,0.6,-10,-9,-0.003,-0.2,-0.0011,-0.001,-0.001,-0.001,-0.0002,0,0,0,-0.001,0.033
-173,-5,-0.32,0.07,-0.5,-10,-4,-0.012,0,-0.0008,-0.0008,-0.0008,-0.0008,0.0001,0,0,0,-0.0008,0.019
-100,-48,0.39,-0.09,0.6,-12,13,0.005,-0.1,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,0.036
50,13,0.27,0.02,-0.4,-8,0,0.006,0.4,-0.0004,-0.0004,-0.0004,-0.0004,-0.0001,0,0,0,-0.0004,0.019
209,-41,-0.13,-0.12,-1.7,-13,19,0.021,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.016
-659,24,0.09,0,0.8,-5,-9,-0.009,0.7,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.018
-220,-2,0.34,0.23,1.4,-14,-19,-0.019,0.3,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,0.019
-95,1,-0.11,0.01,-0.7,-14,3,-0.002,1.4,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,0.016
-449,-43,-0.43,-0.11,0.1,-6,13,0.007,0,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.014
-329,10,-0.2,0.16,-1.4,-14,-10,0.03,0.7,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.016
344,-10,0.41,-0.03,-1.4,-7,4,0.012,0.1,-0.0002,-0.0002,-0.0002,-0.0002,0,0,0,0,-0.0002,0.02
-404,1,-0.07,-0.02,0,-6,8,-0.019,-1.1,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.014
78,-15,0.34,-0.02,0.8,-12,8,0.004,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.02
-228,-10,0.05,0.04,0.4,-6,-9,-0.006,1.2,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.028
-73,0,0.27,0.07,1.2,-6,-9,-0.008,0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.018
399,-27,-0.14,-0.13,-1,-11,15,0.013,0.5,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.02
-145,3,0.5,0.15,-1.1,-11,-9,0.003,-0.5,-0.0007,-0.0006,-0.0006,-0.0006,-0.0002,0,0,0,-0.0006,0.019
-157,-10,0.13,0.05,0.9,-5,-4,-0.007,-0.5,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.017
-163,-49,0.24,0,0.5,-5,-8,0.001,0.5,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.017
93,-59,0.31,0.03,-1.1,-19,15,0.041,-0.7,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.029
130,25,0.47,0.13,0.2,-13,-6,-0.011,-0.7,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,0.027
-82,10,0.27,0.08,0.3,-6,-9,-0.004,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.018
247,16,0.08,0.04,-1,-7,-4,0,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.02
10,2,-0.51,-0.08,1.4,-7,8,-0.02,0.2,-0.0007,-0.0008,-0.0008,-0.0008,0.0001,0,0,0,-0.0008,0.019
-116,-43,-0.45,0.03,0.1,-11,5,-0.015,-0.7,-0.0008,-0.001,-0.001,-0.001,0.0002,0,0,0,-0.001,0.02
5,48,-0.16,0.18,-0.5,-13,-4,0.001,-0.6,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,0.022
462,21,-0.24,0.04,-0.3,-13,1,0.02,0.4,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.02
-71,2,0.24,-0.05,-0.4,-7,6,0.006,-0.1,-0.0004,-0.0004,-0.0004,-0.0003,-0.0001,0,-0.0001,0,-0.0003,0.018
109,25,-0.14,-0.04,-1.2,-7,6,0.013,-0.3,-0.0002,-0.0002,-0.0002,-0.0002,0,0,0,0,-0.0002,0.018
257,49,-0.41,0.18,-0.9,-11,-14,-0.004,-0.1,-0.0006,-0.0007,-0.0007,-0.0009,0.0001,0,0.0002,0,-0.0009,0.029
-58,-17,-0.42,0.03,0.6,-9,-3,0.006,0.3,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.018
-615,-29,-0.15,-0.01,2,-4,6,-0.01,-0.3,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.021
-222,-49,-0.08,-0.09,0.1,-14,24,0.012,-1.4,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.017
-27,-48,-0.38,0.01,0.4,-11,6,-0.009,-0.7,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,0.019
-440,-30,-0.03,0.11,0.4,-13,-7,-0.006,0.2,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,0.02
136,14,-0.13,-0.15,-1.5,-14,25,0.029,0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.018
-86,-29,0.46,0.22,-0.3,-13,-17,0,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.022
-285,-46,-0.61,-0.07,1.2,-11,12,-0.014,-0.3,-0.0007,-0.0008,-0.0008,-0.001,0.0001,0,0.0002,0,-0.001,0.018
-213,21,-0.38,0.2,1.7,-8,-20,-0.009,0.3,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.02
218,-17,-0.32,0.09,0.1,-14,1,0.005,-0.1,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,0.035
-106,-12,0.07,-0.12,-1.2,-7,14,0.013,0.2,-0.0002,-0.0002,-0.0002,-0.0002,0,0,0,0,-0.0002,0.017
-51,-18,-0.5,0.02,1.1,-18,9,-0.016,0.4,-0.001,-0.0012,-0.0012,-0.0014,0.0002,0,0.0002,0,-0.0014,0.019
182,-35,-0.69,0.04,-1.6,-16,9,0.017,-0.6,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,0.018
-21,-16,0.06,0.04,1.3,-12,6,-0.005,-0.9,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,0.031
163,-43,0.31,0.14,1.7,-16,1,-0.006,-0.9,-0.0012,-0.0012,-0.0012,-0.0012,0,0,0,0,-0.0012,0.026
36,13,-0.27,0.14,0.5,-11,-12,0.006,-0.9,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.022
46,-19,-0.44,0.13,0.1,-19,3,-0.011,-0.2,-0.0013,-0.0014,-0.0014,-0.0014,0.0001,0,0,0,-0.0014,0.022
271,-5,-0.36,0.12,-0.7,-11,-7,0.002,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.023
32,2,0.35,0.05,0.4,-14,4,-0.012,-0.3,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,0.017
-410,-1,-0.17,0.15,-0.4,-6,-16,0.003,0,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.016
-179,-22,-0.5,-0.12,1.3,-11,17,-0.012,-0.7,-0.0009,-0.001,-0.001,-0.0011,0.0001,0,0.0001,0,-0.0011,0.02
80,-63,-0.25,-0.16,-0.5,-13,24,-0.006,-0.5,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,0.017
46,-39,-0.34,0.04,-1.5,-13,4,0.009,-0.1,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0.0001,0,-0.0011,0.036
75,-15,-0.41,0.11,-0.9,-11,2,0.002,-2.7,-0.0005,-0.0006,-0.0006,-0.0007,0.0001,0,0.0001,0,-0.0007,0.017
244,9,-0.08,0.09,-0.6,-8,-7,0.001,-0.4,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.017
-145,8,-0.15,0.02,0.5,-7,0,-0.009,-0.2,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.019
152,-7,0.59,0.24,0.6,-18,-9,-0.017,0.6,-0.0018,-0.0018,-0.0018,-0.0018,0,0,0,0,-0.0018,0.035
-319,-31,0.22,0.11,-0.2,-6,-12,-0.002,0,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.015
408,13,0.22,0.08,-0.3,-10,-5,-0.015,0,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,0.022
-72,2,-0.47,0.14,-1.2,-20,5,-0.009,-0.2,-0.0015,-0.0015,-0.0015,-0.0015,0,0,0,0,-0.0015,0.022
92,-50,-0.29,-0.17,0.1,-10,22,-0.004,-0.2,-0.0004,-0.0006,-0.0006,-0.0007,0.0002,0,0,0,-0.0007,0.016
-300,-11,-0.03,-0.02,-0.3,-6,8,0.007,-0.8,-0.0003,-0.0003,-0.0003,-0.0003,-0.0002,0,0,0,-0.0003,0.017
